headword,translations
praßer,pustelninkas
predigen,mißes laikyti; kozony sakyti
prediger,koznadeja
predigt,miße; kozonis
predigtstuhl,kozonycia
pregel,preglus
preisen,szlowinti
preiß,szlowe
pretzel,kringelis
pretzelchen,britske
preuß,prusas
preußen,prusu zeme
preußisch,prusißkas
priester,klebonas; kunigas
priesterlich,klebonißkai
priesterschafft,klebonyste; kunigyste
priesterthum,klebonyste; kunigyste
pritschen,sutekßti
probieren,meginti; bandyti
process führen,billineti
profit,ussiwarimas; ussiwertimas
profit haben,ussiwersti; ussiwaryti
prophet,prarakas; pranaßas
prophetin,prarakene
prophetisch,prarakißkas
prophezeyen,prarakauti; praneßti
prophezeyung,prarakyste
proviant,zopostas
provintz,zeme
prüfen,meginti; bandyti
prüfung,meginnimas; bandinnimas
prügel,kucus
prügeln,bubbinti
prungck,grasna
psalter,psalteras
puckel,kupra
puckelicht,kuprûtas
puckelichter,kuprys
pulte,pulte
pulwer,parakas
pulwerhorn,paraknycze
purpur,kanika
pusch,krumas
putzscheer,znyple
puzen,znypti
quarck,warßke; niekai
qvaal,muka
qvacken,krikseti; kwagti
qvacksalber,kikleris
qvacksalberey,kikleryste
qvälen,mucziti; abiditi; stekenti
qvappe,wegele
qvast,wanta
qvebbicher ort,lulynas; lulyns; luggus
qveer,skerzas
qvell,werzme; szaltinnis
qvellen,prabringti
qverholtz,treinija
qvetschen,trekßti
qvillen,wirti
qvirl,girnos
qvirrl da man grutsch einruhret,menturis
qvirrlhacker,girnakalis
qvirrlihacke,gerwe
qvirrlstock,milinys
qvitschen,ßermuktnei
qvitschenbaum,ßermukßnis
qvitschensafft,ßermukbnu ßula
qyecksilber,gyws sidabras
rabe,warnas
rabhen,kurapka
rache,pagiezimas; patiecza
rächeln,krokti
rachen,nasrai
rachen,pazandes
rächen,pagießti
racher,pagiezesis
racker,meleta
rad,ratas
radesbogen,lankas
radieß,saldieji ridikkai
radmacher,raczus
radsbügel,lankinnis
radschiene,szenai
radspeiche,szpykis
ragnet,ragaine
rahe,rastas; zûlis
rahm,gretine
rähmen,spielczus
rahmhöltzer,riekles
rand,zambas
ranzion,ißwaddawimas
ranzioniren,ißwaddûti
rappe,jûdis
rappier,szpoda
rasen,klejoti; durnûti
rasen,wellena
rasender,pazutes; padukes
raspiel,pielicza
raßeln,szukßdeti
rath,roda
rathen,mastyti
rathen,roditi
rathgeber,rodininkas
rathhauß,rotuße
rathschlag,rotuße
rathschlagen,dumti; roditi
rathsherr,rodininkas; rodpons
ratze,zurke
raub,pleßimas; ißwerzia; nûpleßia
rauben,pleßti; ißpleßti; ißwerßti
rauber,pleßikas; lupiks
rauch,dumas
rauchen,rukti
räucherig,parukes
räuchern,rukinti; milkyti
rauchfaß,rukijimo indas; rukilas
rauchwerck,rukijimas
rauffen,peßti
raum,ruimas
raum haben,tilpti
raum zwischen den zähne,ißlizei
räumen,ruimûti
raupe,patrankas
rauschen,sznokßti
raut,ruta
razel auffgeben,mysli ußdûti
razel rathen,mysli atminti
razenpulver,sukßoles
reche,greblys
rechen,grebti
rechester,daugiasn turrys
rechestiel,greblekotis
rechnen,rokûti
rechnen meister,rokundininkas
rechnenkunst,rokundoryste
rechnenpfennig,rokundpinnigas
rechnenschafft,rokunda
rechnentisch,rokundstallis
rechnung,rokunda
recht,prowa
rechte,tikkras
rechte hand,deßine
rechten,prowawoti; bylineti
rechtfertigen,apteisinti
rechtmaßig,tikkru budu
rechtschaffen,wiernay; teisey
rechtssach,byla
recken,raiwitisi
recken,traukti
rede,kalba; sakimas
reden,kalbeti
redner,kalbetojas
redseelig,kalbus
regen,lytus
regenbogen,laumes jûßta
regenhafftig,lynota
regenmantel,jupanczia
regent,waldonas
regenwurm,slieka
regieren,waldyti; waldzoti; walloti; karalauti
regierung,waldzojimas; waldimas
regiester,suraßas; rodykle
regiment,karalawimas; waldzia
regnen,lyti
rehe,stirna
reiben,trinti
reibholtz,tabako trinnamas medelis
reibtopff,deyniczia
reich,bagotas
reich,karalysta
reich machen,pralobinti
reich seyn,bagotas buti
reichen,padûti; prisiekti
reicher,bagoczus; bagotyrus
reichlich,bagotingay; apstingay
reichsthaler,dolerus
reichthum,lobis; bagotyste
reichwerden,pralobti
reif,brendes; ißnokes; zirpes
reiffen,bresti; ißnokti; sirpti
reigen,czokinejimas
reihe,eile
reiher,genße
rein,czystas
reinfahrt,bitkresles
reinfuhr,eze
reinigen,ezystyti; szweisti; lûbti
reinigung,apczystijimas
reinlich,czystay
reinlichkeit,czystumas; czystybe
reinwein,rynewynas
reinweyde,glosnis
reise,kellone; kellawimas; zygis
reisen,kellauti
reisiger,zigunas
reiß,szakka
reißen,pleßiti; draskyti; plyßti; dieksti
reiten,jûti
reiter,raitelis
reiterey,raitelije
reitzen,kussiti
reitzke,rudmese
reizung,kussimas
rencke,bulkyste; buklyste; kytryste
rencke geschwinde haben,kytrey elgtisi
rennen,begti
repetiren,atkartoti
rest,skola; palaika
restiren,skelleti
reteriren,susigauti
retten,gelbeti
rettich,ridikkas
rettung,pagalba
reudig,ysuses
reudig werden,ysusti
reudigkeit,ysutimmas
reuse,warzas
reuspern,wemti
rew,gailestis; gailejimas
rewen,gailetii
rewerentz,paklanas
ribbe,szenkaulis
ribspeer,antßonis
richt zu,tiesog
richten,suditi
richten,taisyti; rediti
richter,sudza
richthauß,sudo nammai
richtig,tiesus
richtigkeit,tiesummas
richtstul,sudo krase
riechen,kwepti; ûstyti
riegel,uzkaißtis
rieme,dirzas
riemer,rymininkas
riese,milzinis
rind,jautis; panis arboris
rinde,pluta; ziewe
rindfleisch,jautena
rindgraß,wikßris
ring,zedas
ringelbluhm,nedatka
ringeltaub,balandis
ringen,imtisi
ringwechseln,ziedotuwes
rinne,rinda
rinnen,teketi; subegti
rinnstein,perkasas
rispen am geber,wáltis
riß,plißys
ritschen,szlûßti
ritter,rycerus
ritterschafft,ryceryste
ritz,plyßys
rizen,yreßti
rock,sermega
roggen,ruggiey
roggenstoppeln,ruggiena
roggenstroh,ruggienojei
rohe,zales
rohe fleisch,zale miesa
rohr,nendryne
rohr,putßka
rohrdommel,bublys
rohre,rura
rohrreiff,zarma
röhtlich,raudonokas
rolle,koczelas
rollen,koczeti; uzriesti
rom,rimija; rimas
römer,rimionas
romey,ramunes
romisch,rimionißkay
rose,roze
rosenfarbe,roziu krozilas
rosenkrantz,rozu wainikkas
roß,zirgas
roßgarten,jardys
roßkefer,szudwabalis
rost,rudis
rostern,rudyti
rösternholtz,skirptas
rostig,surudijes
roth,raudonas
rothbart,rutbarzdis
rothdohl,melynei; grießtinne
rothe,rauda
rothe ruhr,gele
rotherieben,swiklas
rothgerber,odzus
rothgießer,szitwarralks
rothkelche,rudpilwe
rothschimmel,rudßirmis
rothstein,rubriks
rotte,gauje; drauge
rotte der wölfe,wilku gauje
rottmeister,karprolus
rotz,snarglûtas
rotz,snarglys
rübe,rope
rübe so rund,pleksnes
ruchloß,losway
ruchtbar,apreikßtas
ruchtbar machen,ißreikßti
ruchtbar werden,issireikßti
rücke,pakala; nuggara
rückgrad,nuggarkaulis
rücklings,atbulay; atzaggaray
ruder,wairas; irklas
rudern,irti
ruffen,wadinnimas
ruffen,wadinti
ruhe,atilsis
rühen,atsilseti; gristi
ruhetag,atsiilsejimo diena
ruhm,kwola; gyrus
rühmen,chwolyti; girti
ruhmlich,szlownay
rühmräthig,girpelnis
ruhmsuchtig,girpelnis
rühren,kruttinti
rültzen,atsirugti
rumor,sujudimas
rumpf,rumbas
rumpfen,susiraukti
rumzel,raukßlas
rumzelich,raukßlûtas
rund,apwalus; apskrittus; rittus
rundstuckholtz,apwalainis
runge,rungas
rungeholtz,kreslas
ruß,sûdzei
rußel,iltis
rusten,rediti; rengtisi
ruthe,rykßte
rütteln,krattyti
ruttelung,krattimas
saal,palloczus
saame,sekla
saat,sekla
saatzeit,seklos czesas
sabbath,zabbata
sach,byla
sachte,pamazu; palengwa
sack,zákas
sack am netz,kullis
sacken,zakûti
sackpfeiffe,duda
sackpfeiffer,dudininkas
sacrament,sakramentas
saduceer,sadduceußas
säen,seti
säepundel,setuwe
safft,sulla
safft abschaben,brazdûti
safft der bäume,brazda
safftig,sullotas
säge,zogas; piuklas
sagen,sakyti; tarti; biloti
sägen,zogûti
sägspän,drozles sogpjaujei
salbe,mostis
salben,patepti; mostyti
salbung,mostijimas
saltz,druska
saltzig,surus
saltzthal,druskos dûba
saltzthonne,druskinne
salwagwarde,zalaga
salzen,suditi
salzerche,bludelis
salzfaß,druskynitia
samlen,surinkti
samlung,surinkimas
sammet,aksomitts
sampt,sudrauge
sand,ziejdrös; zwirzdai
sandbüchs,ziezdrinycia
sandhauff,ziegdrynas
sandig,ziezdrûtas
sandkornlein,ziezdru grudas
sanduhr,stundinninkas
sänffte,lopßys; supûkle
sanfftmuth,romumas
sanfftmuthig,romas
sangen,swylys
sängen,swylyti
sänger,gaidas
sarck,grabas
sardonich,sardoniczus
satiel,balnas
satt,priwalges
satt all zu sehr,per abiddu priwalges
sattan,etonas
sattelknoff,gugga
satteln,balnoti
sättigen,pasotinti
sättigung,sotumas
sattler,balnus
sattsam,sotus
sau,kiaule
sauber,czystas
sauberkeit,czystybe
sauberlich,czystay; grazey
saubern,czystiti
sauborsten,szerrei
sauer,rukßtus
sauer werden,aprugti
sauerampff,rukßtiyne
sauerampffstiel,stambas
sauerlich,ruksstokas
sauerteig,raugas
sauerzehen,susiraukti; raukytisi
sauffen,girtûti; ryti
sauffer,girtokle; pionicze
säufferey,girtawimas
saugamme,zindinicia
saugen,zysti; sulpti
säugen,zindyti
säugend kind,zindas kudikis
säugling,zindasis
säuisch,kiaulißkay
saum,sule
säumen,gaißti
säumen,suleti; sules atriesti
säumniß,gaißimas
säure,rukßtis
säuren,rauginti
sausen,ußimas
sausen,ußti
saustall,kiaultwartis
sazung,ystatimas
scepter,rykßte
schaar,pulkas
schaarwerck,baudzawa
schaarwercker,baudzauninkas
schabberack,szabrakas
schabe,kanßle
schaben,kusti
schächer,latras
schachtel,doze
schade,zala; ißkada
schaden,ißkaditi; kenkti; woditi
schadlich,ißkadingas
schaf scheeren,awis kirpti
schäfen im flachs,spálai
schäfer,awininkas
schaff,awis
schaff,spinta
schaffbock,takis
schaffen,sutwerti; gaminti
schäffer,ßipporus
schäfferin,szepperka
schafffleisch,awinczena
schaffkäß,awies surus
schafflauß,wiewesa
schaffmist,spittulai; spirros
schaffmüze,baroninne
schaffstall,awinycia; gardas
schaffstall,kaylis
schäfft der büchse,laza
schafscheer,awju kirpimas
schafscheer,srawo zole
schalck,klastorus; smirdas
schalckheit,klasta; smirdyste; latrybe
schale,lukßtas
schall,garsas; balsas; skambejimas
schallen,skambeti
schalmey,surma
schalmeypfeiffer,surmininkas
scham,geda
schämen,geditisi
schamhafftigkeit,gedus
schamroth,susigedes
schamroth machen,sugedinti
schamroth werden,susigesti
schand,geda
schandbahr,gedißkas
schänden,gedinti; lojoti
schänder,peikias
schändlich,gedißkay; biaurey
schandlied,giedo giesme
schandloß,begedis
schändung,peikimas
scharff,aßtrus; aßtresnis; aßtrausias; skuddrûs
scharff richter,budelis
schärffe,aßtrybe; aßtrummas
schärffen,paaßtrinti
scharmühel,sirmajimas
scharmuheln,szirmawoti
scharren,ßerti; kossiti; krapßtyti
scharte,szukke
schartig,szukketas
schatten,pawesis; ßeßelis
schatz,skarbas
schatzbrennender,ißdas
schatzkammer,skarbinycia
schatzmeister,skarbininkas
schaubfenster,weremmas
schauen,weizdejimas; dabojimas; zwalgimas
schauen,weizdeti; dabbotisi; zwalgyti
schauer,burys
schauer,pastogine; paßure
schauer,uzweizda
schauffel,ßupele; lopeta
schauffeln,szupelûtti
schaum,putta
schaumleffel,samtis
schaumsehr,putweizda
schaur,sutrinimas
schaur vor der thür,gonkas
schäzen,cjienawoti
schäzung,czienawojimas
scheben,palei
schebig,spalûtas
scheckicht,czekas
schedelstatt,kaukolu wieta
scheel,zwairas
scheelen,zwairûti
scheere,zirkles
scheeren,skusti; kirpti
scheermeßer,bardskuttis
scheerung,metmenis
scheffel,ketwirtis
schefft an einer büchse,lazdà
scheibchen geschnitten von,grießinys
scheibe,tolierus; tolierka
scheibenbrett,toliernycze
scheide,makßtis
scheiden,atskirimas
scheiden,kirti
scheidewand,tarpsienis
scheideweg,grißkelis
schein,spindulis
scheinbar,regimas
scheinbarlich,regimay
scheindeckel,dingßczia
scheinen,zibbeti; roditisi; reggetisi
scheitel,mûmû
schelle,kankalas
schellen,lupimas
schellen,lupti
schelmstuck,szelmyste
schelten,barti; koloti; ambiti
scheltwort,kolojimas; lojojimas
schemel,krase
schemel,pakoje
schemm,szeßelis
schemper,skinkis; girra
schencke,ßinkorus
schencken,dowanoti; sinkûti
schenckerin,ßinkarka
schenckkammer,ßinkkammare
schenkel,kulße
scherbe,ßukke
scherge,kotas
schertz,szutka
scherzen,butiti
scherzhafftig,szt
scherzweiß,szut
scheu,baikßtus
scheuchen,baidy
scheuen,baidytisi; baiseti
scheune,skuna; klûnas
scheuntenne,klûjimas
scheuren,trinti; mazgoti
scheurthon,mazgote
scheurtuch,mazgojimoji skepeta
scheusel,baidykle
scheußlich,biaurey
scheußligkeit,biaurybe
schicht,eile
schieben,stumti
schieber,lize
schieblade,pastale
schiebsack,dalmonas; dimzakas; keßbenus
schimmeln,pelleti
schimpff,lojojimas
schimpffen,lojoti
schindeln,skindelei
schinden,lupti
schinder,luppikas
schinderey,luppimas
schinne auffm kopff,pleskanos
schirm,apginimas
schlachten,papjauti; paskersti; pamußti
schlachter,mesininks
schlachtmeßer,kalawijas
schlachtschwerd,meczus
schlaff,miegas; milkinnei
schlaffbauch,maiguns
schlaffen,miegoti
schlaffend machen,uzmigginti
schlaffend werden,uzmigti
schläffer,miegalus
schläfferig,miegûsnas
schlafffeltz,naktkailinei
schlag,dargana; mußis; sykis
schlagel,szlega
schlaggicht wetter,darganûts ors
schlagregen,burys
schlam,purwas; purwynas; dumblas
schlampamper,szlewedra
schlang,laibas
schlang,zaltys
schlangenhaut,zaltis ißnara
schlangenkraut,zalczo zöles
schlangenstein,zalczakmû
schlau,wergas
schlauch,kullis
schlecht,prastas; menkas
schlechterdings,prastay
schleiche,slynas
schleichen,slingti; selleti
schleicher,dillbons
schleider,wilinkstine
schleidern,wilinkstine mesti
schleiffe,asa
schleiffe binden,su asomis ryßti
schleiffen,tekinti; galansti
schleifstein,tekkelas; galanstuwas
schleim,szlimas; skreplei
schleimicht,skreplûtas
schleimichter acker,draugdirwa; traßdirwa
schleimig,nûglay
schleise,szlaize
schlemmen,apsiryti
schlemmer,apsirijes
schlemmerey,apsirijimas
schlenckern,walkiotisi
schlenge,wirbinnis
schleppen,walkioti; wilkti; testi; tasyti
schlepsack,kurwa
schlesien,ßilezia
schleyer,raißtis
schlicht,lygmallis
schlichten,glostiti
schliedern,sklesti
schlim,pikta
schlimmer hund,gailus ßû
schlingen,ryti
schlipfferig,glittus; tizus; patißes
schlitte,slajos; roges
schlitz,prajerkas
schlöf,samtis
schloß,spina; samtis
schloßen,krußa
schlucken,ryti; atsirugti; zegseti
schlucker,zeggulys
schlummern,snausti
schlurpffen,srebti; surbti; ßlurpti
schlußel,raktas
schlüßen,rakinti
schlüßlich,uzrakintinnay
schmachten,alpti
schmähen,gidinti; koloti
schmahewort,kolojimas; lojojimas
schmall,sauras; plonas
schmaltz,zásu; kiauliu taukai
schmarüzer,pilwapennis
schmaut,gretine
schmautlecker,gretinnes smillus
schmeck,skannus; garddus; smaggus
schmecken,ragauti
schmeel,smilga
schmeer,taukai; smarsas
schmeicheley,ballamutyste
schmeichelhafftig,ballamutißkas
schmeicheln,ballamutyti
schmeichler,ballamutas
schmeidig,lankus
schmeißen,mesti
schmelzen,tirpti; tirpyti; lyditi
schmerling,szlizis
schmertz,sopulis; sopejimas; perßulas
schmertzen,perßeti; gelti
schmertzlich,sopulingay; skaudzey
schmied,kalwis
schmiede,kalwe
schmieden,kalti
schmieren,tepti
schmuck,grazumas; ißredimas
schmücken,grazinti; dabinti; ißredinti
schmutzen,tepti; sutepti
schmuzig,suteptas
schnabel,snukis; snapas
schnarchen,krankti
schnarchen wie ein pferd,krankßti
schnauben,szaypßti
schnauze,snukkis
schnauze,znyple
schnauzen,znypti
schnecke,straige; yzena
schnee,znegas
schneehauffen,pustymas
schneehun,snegena
schneide,aßmenes
schneidebanck,ozys
schneiden,piauti; raikyti; riekti; reßti
schneider,szneiderus; krauczus
schneidmeßer,strugas
schneidmeßer,strûgas
schneidscheer,zirkles
schneien,snigti
schnell,nûglas; nûglesnis; nûglausias
schnell,umay
schnellen den halß,pasmaugti
schnide,paikas
schnitt,piuvis; rieke
schnitter,piuwejas
schnittgraß,wikßriei aßtrus
schnizeln,droßti
schnupff,plautis
schnupff haben,plauczûti
schnupffig,plautingas
schnuptuch,skuska
schnurstracks,tojau
schober,kuppûta
schock,kapa
schockel,supûkle
schockeln,supûti
schon,jau
schön,grazey
schön,grazus
schön ist es,grazu yra
schonen,czediti
schönheit,grazybe; grazummas
schooß,sterble; prieglopstis
schöpffen,semti
schöpffer,sutwertojis; sutwerejas
schöpffeymer,kibirras
schöpffung,sutwerimas
schoppe,szuppas
schöppe,kaußas
schorrbahn,czûßinycze
schorren,czûsti
schorrstein,kaminas
schorrsteinfeur,zibburys
schoß,meslewa
schoßen,sumesti
schoten,ankßtis
schott,szatas
schragen,szrogai
schramme,rezys
schrammen,yresti
schrats,paszulniey
schraube,szruba
schrauben,szrubûti
schrecken,gandinnimas; ißgandinnimas
schrecken,gandinti
schrecklich,baisey
schreiben,gromata
schreiben,raßyti
schreiber,skribele; raßtininks
schreibfeder,plunksna
schreibtafel,toblycia
schrein,deze
schreiner,dejeninkas
schreiten,zengti
schreyen,ßauksmas
schreyen,szaukti; rekti
schreyen wie ein huhn so geleget,kudakûti
schreyen wie ein huhnso legen will,karkinti
schreyhals,reksnys
schrift,raßtas
schriftgelehrter,raßto mokintas
schritt,zinksnis; zingine
schröpffen,krauja leisti
schröpffeysen,kirstuwas
schröpffkoff,taure
schroppfer,kraujleidys
schu,kurpe; czerewikas
schüchtern,baikßtus; baugus
schuen haben,aweti
schufer,meslewininks
schul,ißkala; szuile
schuld,kalte; kaltybe; skola
schuldener,skolininkas
schuleist,kurpalis
schulldig,kaltas
schulldig seyn,skelleti
schulldig werden,yskillti
schüller,zekas; szuilokas
schulmeister,szulmistras
schulter,petis
schulterbiatt,lapatka
schulz,szaltyßus
schuppen,skusti
schuppen,zwynai
schuppicht,zwynûtas
schurtz,ßerkai
schurtzfell,prijûstis
schurtztuch,zurßtas
schuschnell,suktis
schuß,szowimas
schußell,bludas
schußellecker,bludlaizis
schüßen,szauti
schuster,kurpjus
schustergesell,kurpju giselis
schusterkneipff,kneipis
schusterschwartz,czarnilas
schustiefel,batas
schütteln,kratimmas
schütteln,kratyti
schütteln,pilti
schutung,arrûdas
schutz,apginimas; ginejas
schütze,strelczus
schützen,apginti
schützer,apgintojas
schützwehre,ginklas
schwach,silpnas; silpnesnis; silpnausias; blogas
schwach werden,pablogti
schwachheit,silpnybe; silpnumas
schwager,ßwogeris; swainis
schwagerin,swaine; szwegerka
schwagersschafft,swainyste
schwäleger,lyokle; girtokle
schwälegerey,lebawimas
schwälgen,lebauti
schwallb,krekzde
schwamm,kempinne
schwanck,laibas
schwanger,neßcza
schwann,gulbe
schwanz,udega
schwarm,klejojimas
schwarmen,spiesti
schwärmen,klejoti
schwärmer,kleidunas
schwarte,kura
schwartz,jûdas
schwartzbier,piwas
schwartzbraun,dwylas; jûdberys
schwartze,jûdumas
schwärtzen,jûdinti
schwartzfleisch,jukka
schwartzkopff,jûdgalwis
schwartzwurtz,taukinei
schwatt,pradalge
schwäzen,sznekketi; zaunyti
schwäzer,zauna
schwäzig,synekkus
schweben,lakiojimas
schweben,lakioti; lakstyti
schwede,szwedas
schweden,szwedu zeme
schwedisch,szwedißkas
schweeren,bazyjimas
schweeren,bazytisi
schwefel,siera
schwefelicht,sierûtas
schwefelichter dunßt,sierûtas garas
schwein,kiaule
schweinborsten,ßerrai
schweinfinn,wirrai
schweinhirt,kiauliv kerdzius
schweinisch,kaulißkay
schweinkost,jowolas
